Date,Branch,Customer_Type,Payment,Total
2024-09-25,A,Normal,Cash,486.46
2024-11-21,A,Normal,E-wallet,492.53
2024-12-13,A,Member,Credit Card,41.57
2024-11-07,B,Member,Cash,494.02
2024-11-14,B,Normal,Cash,346.65
2024-02-13,B,Member,Credit Card,154.52
2024-04-12,A,Member,Cash,196.62
2024-07-02,B,Member,E-wallet,39.48
2025-01-06,B,Normal,E-wallet,266.56
2024-02-22,B,Member,E-wallet,200.72
2024-03-23,B,Member,E-wallet,308.62
2024-04-10,B,Normal,E-wallet,433.4
2024-12-06,A,Member,Credit Card,269.45
2024-09-02,B,Normal,Cash,428.05
2025-01-20,B,Normal,Credit Card,107.07
2024-03-25,A,Member,Credit Card,53.62
2024-12-14,A,Member,Credit Card,75.69
2024-05-11,B,Member,E-wallet,396.68
2024-10-13,B,Member,E-wallet,480.9
2024-10-04,B,Normal,Credit Card,390.88
2024-09-24,B,Normal,Credit Card,26.19
2024-10-19,A,Normal,Cash,467.89
2024-10-03,B,Member,Credit Card,321.32
2024-06-05,B,Member,Credit Card,242.9
2024-04-24,A,Member,Cash,110.28
2024-10-20,B,Normal,E-wallet,217.88
2024-10-09,A,Member,Cash,15.15
2024-06-01,B,Normal,Cash,217.76
2024-07-16,A,Member,Credit Card,127.7
2024-02-22,B,Member,E-wallet,247.15
2025-01-27,A,Member,Credit Card,468.98
2024-12-09,A,Member,Cash,137.94
2024-03-06,A,Normal,E-wallet,60.0
2024-10-15,B,Member,E-wallet,101.01
2025-02-07,B,Normal,Credit Card,422.82
2024-04-14,B,Member,Credit Card,98.72
2024-09-08,B,Member,E-wallet,340.4
2024-11-07,B,Normal,E-wallet,260.42
2024-08-18,A,Member,Cash,420.19
2024-07-02,B,Normal,E-wallet,449.79
2024-07-16,B,Normal,E-wallet,307.65
2024-04-02,B,Normal,E-wallet,277.15
2024-05-31,B,Member,Cash,113.78
2024-03-21,A,Normal,Cash,119.92
2024-09-16,B,Member,Credit Card,110.22
2024-03-26,B,Normal,Cash,270.26
2024-10-31,B,Normal,Credit Card,452.54
2024-07-02,A,Normal,Cash,73.89
2024-05-13,A,Normal,E-wallet,442.08
2025-02-01,A,Member,E-wallet,11.74
2024-12-01,B,Member,Credit Card,471.44
2024-06-06,B,Normal,Credit Card,322.41
2025-02-06,A,Normal,Cash,475.36
2024-11-17,A,Normal,E-wallet,249.34
2024-05-07,A,Normal,Cash,148.49
2025-01-23,A,Normal,E-wallet,69.93
2024-12-11,A,Normal,Credit Card,402.01
2024-09-03,B,Normal,Credit Card,292.26
2024-10-27,B,Normal,Credit Card,224.87
2024-09-01,B,Normal,Cash,42.04
2025-01-19,B,Normal,Cash,100.18
2024-12-18,B,Normal,E-wallet,464.7
2024-07-25,A,Normal,Credit Card,388.83
2024-06-13,B,Normal,E-wallet,363.41
2024-07-21,A,Normal,Credit Card,158.7
2024-04-27,A,Normal,E-wallet,73.13
2024-05-23,B,Member,Credit Card,184.82
2024-04-17,B,Normal,E-wallet,279.59
2024-12-13,A,Normal,E-wallet,387.42
2024-05-14,B,Member,Credit Card,87.07
2024-04-08,B,Normal,Cash,286.69
2024-08-03,A,Member,Cash,286.91
2024-11-21,A,Normal,Credit Card,457.03
2024-12-17,B,Normal,E-wallet,311.44
2024-09-11,A,Normal,E-wallet,316.4
2024-10-12,A,Member,Credit Card,50.22
2024-09-10,A,Member,E-wallet,165.29
2024-09-04,A,Member,E-wallet,158.31
2024-06-29,B,Normal,Cash,145.7
2024-06-30,B,Member,Credit Card,367.32
2024-05-05,A,Normal,Credit Card,209.22
2024-09-19,A,Member,Cash,417.76
2024-05-26,A,Member,Cash,180.61
2024-12-15,B,Normal,Cash,216.55
2025-01-23,A,Member,Cash,488.39
2024-09-28,B,Member,Credit Card,496.94
2024-12-04,A,Normal,Cash,198.71
2024-07-19,A,Normal,Credit Card,129.41
2024-05-18,B,Normal,Credit Card,195.84
2024-08-08,B,Member,E-wallet,120.79
2025-01-12,A,Normal,Cash,394.77
2024-03-16,A,Normal,Cash,190.94
2024-06-23,A,Normal,Cash,268.49
2024-05-24,A,Normal,Cash,360.39
2024-11-12,B,Normal,Cash,188.47
2024-04-05,B,Normal,E-wallet,263.26
2024-03-10,B,Member,E-wallet,90.22
2024-10-14,B,Member,Cash,489.9
2024-11-17,B,Normal,Cash,20.24
2024-10-27,A,Normal,Cash,362.3
2025-01-15,A,Normal,Credit Card,455.23
2024-11-26,A,Member,E-wallet,94.63
2024-03-30,A,Normal,Cash,403.44
2025-02-10,A,Normal,E-wallet,39.09
2024-11-23,A,Member,Cash,105.94
2024-05-15,B,Member,Credit Card,12.93
2025-01-01,A,Member,Cash,300.12
2024-11-29,A,Normal,Cash,84.33
2024-09-22,B,Normal,Cash,225.83
2024-08-04,B,Member,E-wallet,212.13
2024-05-12,B,Normal,Credit Card,312.44
2024-05-06,A,Member,Cash,432.36
2024-07-18,A,Normal,Cash,475.46
2024-08-12,A,Member,Credit Card,319.16
2024-11-06,B,Normal,E-wallet,119.11
2025-02-10,B,Member,Credit Card,168.94
2024-10-12,A,Normal,E-wallet,364.79
2024-12-27,A,Normal,Credit Card,362.91
2024-05-05,A,Normal,Cash,160.48
2024-06-13,B,Member,Cash,276.23
2024-05-06,B,Member,E-wallet,293.6
2024-08-26,A,Normal,Cash,462.4
2025-01-02,A,Member,E-wallet,450.12
2024-12-07,A,Normal,Cash,235.05
2024-10-09,B,Normal,E-wallet,221.91
2024-07-02,A,Member,E-wallet,382.05
2024-06-22,B,Normal,E-wallet,260.09
2024-08-27,B,Normal,Credit Card,45.62
2024-07-09,B,Member,Cash,16.41
2024-05-06,A,Member,Credit Card,204.15
2024-12-31,A,Member,Credit Card,319.47
2025-01-20,B,Member,E-wallet,472.62
2024-04-23,B,Normal,Credit Card,378.19
2024-12-06,B,Normal,Credit Card,204.27
2024-07-29,B,Normal,Cash,374.08
2024-06-21,A,Normal,E-wallet,245.34
2025-01-01,B,Member,Cash,420.09
2024-12-27,A,Normal,Cash,499.06
2024-10-13,B,Member,Credit Card,482.21
2024-06-10,B,Member,Cash,470.54
2024-07-31,B,Member,E-wallet,217.44
2024-02-28,B,Member,Credit Card,146.99
2024-03-18,B,Normal,Cash,118.13
2024-11-23,B,Normal,E-wallet,427.55
2025-01-05,A,Member,Cash,309.68
2024-07-02,A,Member,E-wallet,186.42
2024-11-01,B,Member,Credit Card,392.56
2024-10-29,A,Normal,Cash,286.37
2024-04-23,B,Normal,Credit Card,256.07
2024-02-15,B,Member,E-wallet,284.03
2024-09-03,B,Normal,Credit Card,406.54
2024-11-02,B,Normal,Cash,263.04
2024-09-30,B,Member,Cash,243.17
2024-09-20,B,Member,Credit Card,155.81
2024-06-14,A,Member,E-wallet,488.99
2024-11-08,B,Member,E-wallet,260.32
2024-10-12,A,Member,E-wallet,207.49
2024-10-21,B,Member,Cash,281.64
2024-12-24,B,Normal,Cash,209.4
2025-01-16,A,Member,Credit Card,293.22
2024-09-03,B,Member,Cash,64.2
2024-12-05,A,Normal,Cash,364.62
2024-03-03,B,Normal,E-wallet,285.71
2025-01-07,A,Normal,Credit Card,230.32
2024-07-29,A,Normal,Cash,378.59
2024-12-03,A,Normal,Cash,327.01
2024-12-19,A,Normal,E-wallet,145.01
2024-02-26,A,Member,Cash,174.44
2024-12-03,A,Member,E-wallet,37.08
2024-12-11,B,Member,E-wallet,331.44
2024-08-22,A,Normal,E-wallet,401.67
2024-06-15,B,Normal,Cash,148.18
2024-12-26,A,Normal,Cash,218.58
2025-02-09,B,Normal,E-wallet,224.81
2024-12-09,B,Normal,Credit Card,196.89
2024-11-17,A,Member,Credit Card,33.49
2024-11-18,A,Member,E-wallet,16.92
2024-11-03,B,Member,Cash,435.59
2024-03-08,B,Normal,Credit Card,88.93
2024-08-25,B,Normal,E-wallet,293.47
2024-12-11,A,Member,Cash,392.97
2024-04-07,B,Member,Credit Card,110.18
2024-10-06,B,Member,E-wallet,268.53
2024-10-22,B,Member,Credit Card,128.92
2025-01-15,A,Member,Cash,70.96
2024-06-29,A,Normal,Credit Card,415.81
2024-04-08,A,Member,Credit Card,312.12
2024-09-08,B,Member,Cash,363.3
2024-04-30,A,Normal,Cash,146.0
2024-02-18,B,Member,Credit Card,444.47
2024-06-20,A,Member,Cash,329.58
2024-08-19,B,Normal,Credit Card,120.14
2024-03-03,A,Normal,E-wallet,314.81
2024-12-18,A,Normal,Credit Card,14.14
2025-02-01,A,Normal,Credit Card,439.02
2024-12-05,B,Member,Credit Card,297.53
2024-12-31,A,Normal,Credit Card,206.32
2024-09-28,B,Normal,E-wallet,308.78
2024-04-16,B,Normal,E-wallet,195.74
2024-11-03,A,Member,Cash,287.05
2024-03-16,A,Normal,Credit Card,116.24
2024-04-05,B,Member,E-wallet,336.89
2024-07-11,A,Member,Credit Card,52.5
2024-08-10,A,Member,Cash,245.66
2024-03-29,A,Member,Credit Card,200.25
2025-02-01,A,Normal,E-wallet,244.86
2024-06-13,A,Normal,E-wallet,300.74
2024-04-23,A,Member,Cash,78.78
2025-01-13,A,Member,E-wallet,215.09
2024-06-11,B,Member,Credit Card,426.76
2024-07-09,A,Normal,Credit Card,440.92
2024-11-13,A,Normal,Credit Card,368.11
2024-07-01,A,Normal,Cash,498.7
2024-11-08,B,Normal,Credit Card,249.11
2024-03-04,B,Member,Credit Card,253.21
2024-09-09,B,Member,Credit Card,345.4
2024-08-31,B,Member,E-wallet,54.04
2025-01-22,A,Member,Cash,308.38
2024-05-12,B,Normal,Credit Card,164.35
2024-12-19,B,Normal,E-wallet,379.29
2024-08-24,A,Member,Cash,390.51
2024-05-19,B,Normal,Cash,349.71
2025-01-03,B,Normal,Credit Card,495.12
2024-08-08,A,Normal,Cash,109.14
2024-06-03,B,Member,E-wallet,433.65
2024-09-10,B,Normal,Credit Card,107.9
2025-01-08,B,Member,E-wallet,376.35
2024-05-01,B,Normal,E-wallet,271.92
2024-02-18,B,Normal,Credit Card,398.46
2024-06-09,A,Normal,Cash,105.72
2024-03-18,A,Normal,Credit Card,88.45
2024-04-28,A,Member,Credit Card,307.27
2024-04-06,B,Member,Cash,94.07
2025-01-09,B,Member,Cash,38.68
2024-12-17,A,Normal,Cash,232.01
2024-08-16,B,Normal,E-wallet,166.14
2024-05-04,A,Member,Cash,454.28
2024-07-06,B,Normal,E-wallet,441.11
2024-08-05,B,Member,Cash,185.77
2024-09-03,B,Normal,Cash,282.4
2024-11-15,A,Normal,Credit Card,170.52
2024-11-28,A,Normal,Cash,374.17
2024-08-20,B,Member,Cash,358.16
2024-04-26,A,Normal,Credit Card,143.1
2024-08-18,B,Member,E-wallet,311.26
2024-07-14,B,Normal,Credit Card,199.59
2024-11-24,B,Normal,Cash,302.29
2025-01-24,B,Member,Credit Card,14.91
2024-05-20,B,Member,Credit Card,350.55
2025-01-28,B,Member,Credit Card,332.7
2024-05-30,A,Member,Credit Card,487.13
2025-01-17,B,Normal,Credit Card,423.43
2024-12-08,B,Member,E-wallet,179.33
2024-07-28,B,Normal,Cash,220.8
2024-11-25,A,Normal,E-wallet,308.77
2024-11-30,A,Normal,Cash,262.02
2024-04-10,B,Member,E-wallet,169.85
2024-09-19,B,Member,Cash,65.62
2024-12-31,A,Member,E-wallet,262.93
2025-02-02,A,Member,Cash,121.22
2024-12-15,A,Normal,Credit Card,143.94
2024-03-17,A,Normal,Cash,471.33
2024-10-27,B,Member,Cash,434.8
2024-05-29,B,Member,E-wallet,152.25
2024-11-25,B,Member,Credit Card,151.73
2024-10-27,A,Member,Cash,234.63
2024-09-07,A,Member,Credit Card,311.12
2024-12-08,A,Member,Credit Card,170.08
2024-08-24,A,Normal,Credit Card,143.26
2024-12-23,A,Member,E-wallet,434.65
2024-05-09,B,Normal,Credit Card,486.03
2025-01-20,A,Member,Cash,481.89
2024-04-29,B,Normal,Cash,120.4
2025-02-08,B,Normal,Credit Card,403.94
2024-09-15,A,Member,E-wallet,328.33
2024-03-02,B,Member,Credit Card,175.72
2024-03-15,A,Normal,E-wallet,378.7
2024-09-19,A,Member,Credit Card,489.63
2024-05-08,A,Normal,Credit Card,397.84
2024-07-13,A,Normal,Credit Card,47.05
2025-01-21,A,Member,E-wallet,284.05
2024-05-27,A,Normal,Credit Card,63.01
2024-11-05,A,Normal,E-wallet,113.58
2025-02-03,A,Member,E-wallet,402.11
2024-08-05,A,Normal,Cash,241.25
2024-06-04,B,Member,E-wallet,83.54
2024-02-28,B,Member,Credit Card,304.08
2025-01-19,B,Normal,E-wallet,234.98
2024-05-18,B,Normal,Cash,477.14
2024-03-14,B,Member,E-wallet,25.45
2024-02-16,A,Normal,Cash,288.78
2024-10-13,B,Normal,Cash,488.52
2024-04-25,B,Normal,Cash,354.61
2024-09-22,B,Member,Credit Card,298.66
2024-05-04,B,Member,Cash,39.7
2024-04-26,B,Normal,Credit Card,276.24
2024-05-06,A,Normal,Cash,102.8
2024-09-04,B,Normal,Cash,141.13
2024-08-17,B,Normal,E-wallet,361.8
2024-05-14,A,Normal,E-wallet,184.37
2024-07-27,A,Normal,Cash,453.7
2024-09-27,A,Normal,Credit Card,227.3
2024-08-22,A,Normal,Credit Card,159.79
2024-08-25,B,Normal,Credit Card,183.71
2025-01-27,B,Normal,Credit Card,465.61
2024-03-12,B,Normal,Cash,388.89
2024-09-16,B,Normal,Credit Card,340.4
2025-02-06,A,Normal,Cash,25.76
2024-10-09,A,Member,E-wallet,344.45
2024-10-22,B,Member,E-wallet,320.29
2024-09-24,A,Member,Credit Card,15.17
2024-04-22,A,Member,E-wallet,236.01
2024-12-01,A,Member,Credit Card,206.63
2024-11-23,B,Member,E-wallet,376.59
2024-03-02,B,Normal,Cash,417.61
2024-05-17,A,Normal,E-wallet,266.58
2024-07-08,B,Normal,E-wallet,21.48
2024-08-14,B,Normal,E-wallet,288.39
2024-05-20,B,Member,Cash,239.89
2024-10-01,B,Member,Credit Card,265.74
2024-12-20,A,Normal,E-wallet,224.71
2025-01-25,B,Normal,Credit Card,48.05
2025-01-06,B,Normal,Cash,228.12
2024-03-31,A,Normal,Cash,348.45
2025-02-02,A,Member,E-wallet,156.84
2024-08-19,B,Normal,Credit Card,209.56
2024-02-29,A,Normal,Credit Card,318.7
2024-11-16,A,Normal,E-wallet,41.72
2024-02-18,A,Member,Credit Card,128.89
2024-07-22,B,Member,Credit Card,441.03
2024-07-25,A,Member,E-wallet,236.3
2024-06-19,A,Member,Credit Card,288.8
2024-09-28,B,Normal,Credit Card,123.1
2024-04-07,A,Normal,Credit Card,437.7
2024-03-02,A,Normal,Credit Card,122.5
2024-12-16,B,Member,Credit Card,455.71
2024-07-13,B,Normal,Credit Card,294.97
2024-06-16,B,Member,Cash,193.01
2024-08-01,A,Normal,Cash,63.35
2024-12-27,A,Normal,Cash,315.74
2024-10-20,B,Normal,Credit Card,452.37
2024-07-24,B,Normal,E-wallet,93.14
2024-12-27,A,Normal,Cash,35.47
2024-12-02,B,Normal,Credit Card,499.11
2024-07-17,B,Normal,Cash,152.99
2024-06-12,B,Member,Credit Card,42.04
2024-12-31,B,Member,Credit Card,188.33
2025-01-28,A,Normal,Cash,496.67
2024-04-07,B,Normal,Cash,443.25
2024-06-25,B,Normal,Credit Card,322.37
2024-04-20,B,Member,E-wallet,141.32
2024-08-09,A,Member,E-wallet,390.51
2024-05-19,A,Normal,E-wallet,251.62
2024-12-23,A,Normal,Cash,67.78
2024-10-10,A,Member,E-wallet,378.29
2025-02-01,A,Member,Cash,114.37
2024-12-29,A,Normal,Credit Card,378.0
2024-08-13,B,Normal,E-wallet,269.86
2024-08-15,A,Normal,Credit Card,210.69
2024-06-15,A,Normal,E-wallet,148.5
2025-01-27,A,Normal,E-wallet,476.31
2024-06-27,B,Normal,Cash,52.6
2024-10-21,A,Normal,E-wallet,250.19
2024-05-18,A,Normal,Cash,71.62
2024-08-25,B,Normal,E-wallet,210.47
2024-11-28,B,Member,Cash,317.09
2024-02-21,A,Member,E-wallet,39.86
2024-11-11,A,Normal,Credit Card,106.45
2024-06-02,A,Normal,Cash,257.72
2025-01-15,B,Member,Cash,400.75
2024-11-09,B,Normal,Credit Card,333.03
2024-11-17,B,Normal,Cash,122.97
2024-02-23,B,Member,E-wallet,211.16
2025-02-06,A,Member,Cash,346.6
2024-10-01,A,Normal,Cash,13.91
2024-08-18,B,Normal,E-wallet,301.14
2024-06-12,B,Member,E-wallet,429.02
2024-12-01,A,Member,E-wallet,421.32
2024-12-22,B,Normal,E-wallet,441.33
2024-05-30,B,Member,E-wallet,278.2
2024-03-23,A,Member,Credit Card,482.17
2024-02-17,A,Normal,Credit Card,44.31
2024-11-03,A,Normal,Cash,472.45
2024-03-12,B,Normal,E-wallet,326.72
2024-03-27,A,Member,Cash,140.46
2024-10-12,A,Normal,E-wallet,222.12
2024-04-18,A,Member,Cash,300.16
2024-10-05,A,Member,Cash,179.82
2024-05-19,A,Normal,E-wallet,248.15
2024-09-22,B,Normal,Credit Card,113.7
2024-02-16,A,Normal,E-wallet,398.14
2024-09-05,A,Normal,E-wallet,321.58
2024-03-03,B,Normal,Credit Card,352.56
2024-11-01,A,Normal,E-wallet,433.06
2024-02-26,A,Member,E-wallet,26.03
2024-08-29,A,Normal,Cash,395.62
2025-01-05,A,Normal,Cash,153.11
2024-11-09,B,Normal,Credit Card,419.48
2024-11-10,A,Normal,Cash,213.04
2024-10-10,B,Member,Credit Card,383.01
2025-01-26,B,Normal,Credit Card,350.11
2025-01-23,A,Member,E-wallet,374.56
2025-01-24,A,Member,E-wallet,334.53
2024-12-18,B,Normal,Cash,86.93
2024-11-23,A,Member,E-wallet,78.51
2024-09-14,B,Normal,E-wallet,347.03
2024-06-05,A,Normal,E-wallet,191.67
2024-03-27,A,Normal,Cash,233.99
2024-11-16,B,Member,Cash,172.18
2024-05-27,B,Normal,E-wallet,127.51
2024-07-08,B,Member,Credit Card,81.31
2024-08-21,B,Member,Cash,424.05
2024-05-17,A,Normal,Credit Card,33.72
2024-08-02,B,Normal,E-wallet,88.95
2025-02-11,B,Member,Cash,297.17
2024-12-04,A,Member,Cash,38.4
2024-09-01,B,Normal,E-wallet,98.45
2024-08-26,B,Normal,E-wallet,151.23
2024-08-23,A,Member,E-wallet,333.21
2024-07-06,B,Normal,Credit Card,187.87
2024-07-21,B,Normal,Cash,195.33
2024-07-14,A,Normal,E-wallet,442.54
2024-09-18,A,Normal,E-wallet,327.66
2024-12-03,B,Member,Cash,208.7
2024-11-15,A,Member,Cash,329.84
2024-12-31,B,Member,Credit Card,60.76
2024-12-01,B,Normal,E-wallet,484.59
2024-02-28,A,Normal,E-wallet,457.12
2024-09-13,B,Member,Credit Card,41.73
2024-07-14,B,Member,E-wallet,349.33
2024-07-26,A,Member,E-wallet,251.45
2025-02-04,B,Member,E-wallet,319.23
2025-01-08,A,Member,Cash,311.97
2024-12-03,B,Member,E-wallet,118.44
2024-02-24,A,Member,E-wallet,413.63
2024-06-17,B,Normal,E-wallet,137.39
2024-10-01,A,Normal,Cash,306.13
2024-09-11,B,Member,Credit Card,77.78
2024-07-23,A,Normal,Cash,209.7
2024-09-23,B,Member,Credit Card,301.98
2024-10-02,B,Normal,Credit Card,352.58
2024-09-07,A,Member,E-wallet,125.67
2024-08-17,A,Normal,Cash,282.44
2024-09-01,B,Member,Cash,364.62
2024-02-17,B,Member,Credit Card,73.58
2024-11-14,B,Member,E-wallet,59.82
2025-02-09,B,Member,Cash,479.07
2024-03-08,B,Normal,E-wallet,185.61
2024-10-18,A,Normal,Cash,380.56
2024-08-24,B,Normal,Cash,196.68
2024-10-28,A,Member,E-wallet,217.76
2024-06-14,B,Normal,Credit Card,255.56
2024-10-29,B,Member,Credit Card,313.13
2024-10-29,B,Member,Credit Card,400.23
2024-07-02,A,Normal,Cash,334.06
2024-11-28,B,Member,Credit Card,372.5
2024-07-04,B,Member,E-wallet,494.64
2024-10-05,B,Member,Cash,327.66
2024-05-22,A,Normal,E-wallet,275.92
2025-02-08,B,Member,E-wallet,75.53
2024-05-21,B,Normal,E-wallet,233.96
2024-08-24,B,Member,Cash,13.54
2024-05-21,A,Normal,E-wallet,218.9
2024-10-11,A,Normal,Cash,211.56
2025-01-22,B,Normal,Cash,112.42
2024-07-31,B,Member,Credit Card,172.29
2024-09-08,B,Member,Credit Card,88.65
2024-11-14,B,Member,Credit Card,411.2
2024-12-24,A,Normal,Cash,25.2
2024-04-25,A,Normal,Cash,155.29
2024-06-14,A,Member,Credit Card,313.76
2024-06-04,B,Member,Credit Card,30.55
2024-08-15,A,Normal,E-wallet,405.34
2024-11-24,A,Member,Cash,324.37
2024-09-12,A,Member,Cash,187.28
2024-06-03,A,Normal,E-wallet,255.85
2024-07-31,A,Normal,Credit Card,53.11
2024-04-28,A,Normal,Cash,329.28
2024-08-05,B,Member,Credit Card,400.24
2024-07-08,A,Normal,Credit Card,170.4
2024-12-04,B,Member,Credit Card,12.5
2024-07-07,A,Member,Credit Card,475.04
2025-01-08,A,Member,E-wallet,119.28
2024-07-14,A,Normal,Cash,400.64
2024-03-21,B,Normal,Cash,426.71
2024-05-21,A,Normal,Cash,80.9
2024-04-24,A,Member,Cash,449.82
2024-03-23,B,Member,E-wallet,109.05
2024-07-26,A,Member,Cash,230.82
2024-12-12,B,Member,Cash,298.71
2024-12-17,B,Normal,E-wallet,123.47
2024-07-13,A,Normal,Credit Card,209.85
2025-01-19,A,Normal,E-wallet,403.1
2024-12-20,B,Member,Cash,23.29
2024-11-10,A,Member,E-wallet,115.49
2024-12-09,B,Normal,E-wallet,186.92
2025-01-26,B,Member,E-wallet,302.62
2025-02-01,B,Normal,Cash,139.02
2025-01-23,B,Member,Credit Card,163.58
2025-01-19,B,Normal,Cash,348.64
2024-02-23,A,Member,Cash,373.02
2024-10-02,A,Normal,E-wallet,465.88
2024-07-26,A,Normal,Credit Card,364.11
2024-12-02,B,Normal,Credit Card,151.02
2024-02-27,A,Member,E-wallet,425.83
2024-07-11,B,Member,Credit Card,281.09
2024-10-05,A,Member,Credit Card,134.13
2024-09-17,B,Member,Credit Card,280.58
2024-10-04,B,Normal,E-wallet,169.33
2024-03-24,B,Member,Cash,261.81
2024-10-30,A,Member,Cash,382.75
2024-07-30,A,Normal,Cash,385.98
2025-02-01,B,Normal,Cash,462.56
2024-02-23,A,Member,E-wallet,244.54
2024-03-30,A,Normal,E-wallet,124.81
2024-08-18,A,Member,Cash,137.85
2024-03-05,A,Member,Credit Card,470.09
2024-06-23,B,Normal,Credit Card,126.05
2024-08-21,B,Normal,Credit Card,259.55
2024-11-28,A,Normal,E-wallet,111.39
2025-01-06,A,Member,Credit Card,191.64
2024-06-12,A,Normal,E-wallet,308.69
2024-07-24,A,Normal,Cash,93.51
2024-10-30,A,Normal,E-wallet,305.98
2024-06-07,A,Member,Credit Card,381.23
2024-09-26,B,Normal,Credit Card,136.17
2024-03-15,A,Normal,Cash,203.56
2024-03-13,B,Normal,Credit Card,49.35
2024-12-08,A,Normal,Credit Card,112.71
2024-02-26,A,Member,Credit Card,283.24
2024-02-18,A,Normal,Credit Card,150.62
2024-07-15,B,Normal,E-wallet,238.47
2024-12-03,B,Normal,Credit Card,326.86
2024-06-06,B,Member,E-wallet,104.41
2024-07-15,B,Normal,Cash,362.29
2024-08-10,A,Member,Credit Card,18.93
2024-12-20,B,Member,Cash,237.78
2024-03-28,A,Member,E-wallet,258.92
2024-03-11,B,Member,E-wallet,98.61
2024-09-20,B,Normal,Cash,353.72
2024-10-14,A,Member,Credit Card,192.21
2024-04-02,A,Normal,Cash,92.01
2024-10-06,B,Member,Cash,147.0
2024-10-05,A,Member,E-wallet,111.09
2024-06-21,A,Member,Cash,283.41
2024-05-11,A,Member,E-wallet,325.38
2024-10-19,B,Normal,E-wallet,199.9
2024-04-15,A,Normal,E-wallet,282.8
2024-06-26,B,Normal,Credit Card,244.23
2024-10-22,B,Member,E-wallet,484.74
2025-01-23,A,Normal,Credit Card,471.28
2024-03-20,B,Normal,Credit Card,224.4
2024-09-14,A,Member,Credit Card,490.55
2024-05-13,B,Normal,E-wallet,204.11
2024-07-30,A,Member,E-wallet,497.72
2024-02-29,A,Member,E-wallet,413.9
2024-04-19,B,Member,Cash,423.95
2024-11-22,B,Normal,Cash,422.99
2024-11-04,A,Member,E-wallet,63.77
2024-10-10,A,Normal,E-wallet,183.37
2025-02-10,B,Member,Cash,392.88
2024-04-23,B,Member,E-wallet,476.02
2024-08-06,A,Member,Credit Card,66.92
2024-03-23,B,Normal,E-wallet,420.82
2024-04-15,A,Member,Credit Card,424.91
2024-02-16,A,Member,E-wallet,495.93
2024-06-29,A,Member,Cash,333.36
2024-02-19,A,Normal,Credit Card,14.83
2024-12-20,B,Member,E-wallet,123.95
2025-02-06,A,Normal,Cash,248.12
2024-02-27,B,Member,Credit Card,24.47
2024-10-26,A,Member,Credit Card,376.93
2025-02-04,B,Member,Cash,49.37
2024-07-04,A,Normal,Cash,471.01
2024-06-27,B,Member,Cash,400.61
2024-03-15,A,Normal,Cash,357.95
2024-12-12,B,Normal,Cash,401.17
2024-04-30,B,Member,Credit Card,162.63
2024-06-16,A,Normal,Credit Card,91.49
2024-12-05,A,Normal,Cash,418.17
2024-10-17,A,Normal,Cash,93.28
2024-10-08,A,Member,Credit Card,389.16
2024-04-11,B,Normal,E-wallet,250.16
2025-01-28,A,Normal,Cash,233.66
2024-04-06,A,Normal,Cash,357.51
2024-06-07,B,Member,Credit Card,304.59
2024-11-02,B,Normal,Cash,322.52
2024-12-02,A,Normal,E-wallet,245.63
2024-09-14,B,Member,Credit Card,227.15
2024-03-25,B,Member,E-wallet,88.62
2024-05-16,A,Normal,E-wallet,84.42
2025-02-04,A,Normal,Credit Card,376.71
2024-05-28,B,Normal,E-wallet,299.82
2024-12-23,A,Normal,E-wallet,197.79
2024-06-25,B,Normal,Credit Card,400.65
2024-09-15,B,Member,Credit Card,266.58
2024-06-13,A,Member,Credit Card,345.03
2024-10-26,A,Member,Cash,409.42
2024-10-24,B,Normal,Credit Card,415.83
2024-10-08,B,Member,E-wallet,10.14
2024-07-01,A,Normal,Credit Card,115.82
2024-08-21,B,Member,Credit Card,90.54
2024-07-02,B,Member,E-wallet,448.19
2024-05-20,A,Member,E-wallet,46.47
2025-01-03,A,Normal,Cash,379.85
2024-05-29,A,Member,Cash,463.95
2024-08-13,A,Normal,E-wallet,155.73
2024-02-15,A,Member,Cash,482.11
2024-02-24,A,Member,Credit Card,137.36
2024-10-31,A,Member,Credit Card,460.37
2024-11-19,B,Member,Cash,319.4
2025-01-13,B,Member,Cash,87.94
2024-11-30,A,Normal,Cash,425.39
2024-02-19,A,Member,E-wallet,480.04
2024-05-29,B,Normal,E-wallet,102.01
2024-10-08,B,Normal,E-wallet,452.1
2024-10-23,B,Normal,E-wallet,287.74
2024-11-29,B,Normal,E-wallet,159.88
2024-12-12,B,Normal,E-wallet,290.13
2024-04-12,A,Member,E-wallet,479.29
2024-10-10,B,Member,E-wallet,383.75
2024-02-27,A,Member,Credit Card,300.44
2024-10-23,A,Member,Cash,103.25
2024-03-02,B,Normal,Credit Card,384.96
2024-06-18,A,Normal,E-wallet,73.09
2024-08-16,B,Member,Cash,212.13
2024-02-27,B,Normal,Cash,293.26
2024-03-22,A,Normal,Cash,143.83
2024-10-17,B,Normal,Cash,216.46
2024-04-29,A,Normal,E-wallet,33.92
2024-06-08,B,Member,Credit Card,145.05
2024-08-03,A,Normal,Cash,386.16
